IDPERSONA,DOCUMENTO_TRAYECTORIA_TEXTO,N_CARGOS_TOTAL,N_CARGOS_SIGNIFICATIVOS,N_CAMBIOS_CARGO,N_CAMBIOS_UNIDAD,DURACION_MEDIA_CARGO_ANIOS,DURACION_MEDIANA_CARGO_ANIOS,DURACION_MAX_CARGO_ANIOS,N_UNIDADES_TOTAL,N_UNIDADES_SIGNIFICATIVAS,PROPORCION_CARGOS_SIGNIFICATIVOS
68801,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ANALISTA DE COMPRAS PÚBLICAS 2 en DIRECCIÓN DE ADQUISICIONES y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: AYUDANTE DE COMPRAS LOCALES en DESCONOCIDA (2011-2014); ANALISTA DE COMPRAS PÚBLICAS 2 en DIRECCIÓN DE ADQUISICIONES (desde 2015).
Movilidad: Ha realizado 1 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 7.7 años y la duración mediana es de 7.7 años. Su cargo de mayor duración se mantuvo durante 11.7 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 7.7 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 11.7 años). Predominio de períodos prolongados en su historial de cargos.",2,2,1,1,7.69,7.69,11.71,2,2,1.0
69235,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ASISTENTE EJECUTIVA 3 en FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 4 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: ASISTENTE DE CALIDAD en DESCONOCIDA (2009-2012); RECEPCIONISTA en DESCONOCIDA (en 2013); AUXILIAR ADMINISTRATIVO en DESCONOCIDA (en 2014); ASISTENTE EJECUTIVA 3 en FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL (2015-2023).
Movilidad: Ha realizado 3 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 3.3 años y la duración mediana es de 2.0 años. Su cargo de mayor duración se mantuvo durante 8.9 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 2.0 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (3 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 8.9 años). Múltiples cambios de cargo a lo largo de su trayectoria (3). Predominio de períodos prolongados en su historial de cargos.",4,4,3,1,3.32,2.0,8.91,2,2,1.0
69247,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ASISTENTE DE TALENTO HUMANO en DIRECCIÓN DE TALENTO HUMANO y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 4 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: SECRETARIA en DESCONOCIDA (en 2009); AYUDANTE DE CALIDAD Y CAPACITACION en DESCONOCIDA (2010-2013); RECEPCIONISTA en DESCONOCIDA (en 2013); AUXILIAR DE TALENTO HUMANO en DESCONOCIDA (en 2014); ASISTENTE DE TALENTO HUMANO en DIRECCIÓN DE TALENTO HUMANO (2015-2022).
Movilidad: Ha realizado 4 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 2.4 años y la duración mediana es de 1.0 años. Su cargo de mayor duración se mantuvo durante 7.0 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.0 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (4 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 7.0 años). Múltiples cambios de cargo a lo largo de su trayectoria (4).",5,4,4,1,2.41,1.0,7.0,2,2,0.8
69756,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ASISTENTE EJECUTIVA 2 en SECRETARÍA TÉCNICA DE ASEGURAMIENTO DE LA CALIDAD y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 5 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: SECRETARIA AUXILIAR en DESCONOCIDA (en 2010); AUXILIAR DE SECRETARÍA en DESCONOCIDA (en 2011); SECRETARIA AUXILIAR en DESCONOCIDA (en 2012); ASISTENTE EJECUTIVA 2 en CENTRO DE INVESTIGACIONES BIOTECNOLÓGICAS DEL ECUADOR (2014-2016); ASISTENTE EJECUTIVA 2 en SECRETARÍA TÉCNICA DE ASEGURAMIENTO DE LA CALIDAD (2016-2023).
Movilidad: Ha realizado 3 cambios de cargo y 2 cambios de unidad. Ha desarrollado su trayectoria en 3 unidades.
Permanencia: La duración media de sus cargos es de 2.4 años y la duración mediana es de 1.0 años. Su cargo de mayor duración se mantuvo durante 6.8 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.0 años por cargo.
Movilidad profesional: Ha ocupado varios cargos a lo largo de su trayectoria (3 cambios de cargo), con cambios entre distintas unidades (2 cambios de unidad).
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 6.8 años). Múltiples cambios de cargo a lo largo de su trayectoria (3). Múltiples cambios de unidad a lo largo de su trayectoria (2). Trayectoria distribuida entre varias unidades (3). Predominio de períodos prolongados en su historial de cargos.",5,5,3,2,2.43,1.0,6.84,3,3,1.0
69846,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 3 (TC) en DIRECCIÓN DE ADMISIONES y su estado de vigencia es no vigente.
Secuencia profesional: TÉCNICO DOCENTE 3 (TC) en DIRECCIÓN DE ADMISIONES (en 2024).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 0 unidades.
Permanencia: La duración media de sus cargos es de 0.1 años y la duración mediana es de 0.1 años. Su cargo de mayor duración se mantuvo durante 0.1 años.
Estabilidad: Su trayectoria está formada principalmente por períodos cortos, con una duración mediana de 0.1 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Predominio de períodos cortos en su historial de cargos.",1,0,0,0,0.11,0.11,0.11,1,0,0.0
70235,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ASISTENTE EJECUTIVA 2 en DIRECCIÓN DE LA SECRETARÍA TÉCNICA ACADEMICA y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DE ARCHIVO Y DIGITALIZACIÓN en DIRECCIÓN DE LA SECRETARÍA TÉCNICA ACADEMICA (2016-2022); ASISTENTE EJECUTIVA 2 en DIRECCIÓN DE LA SECRETARÍA TÉCNICA ACADEMICA (desde 2022).
Movilidad: Ha realizado 1 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 5.2 años y la duración mediana es de 5.2 años. Su cargo de mayor duración se mantuvo durante 5.8 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 5.2 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 5.8 años). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",2,2,1,0,5.2,5.2,5.85,1,1,1.0
70512,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 1 (TC) en DECANATO DE GRADO y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 3 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: CONTRATO CIVIL - SERVICIO TÉCNICO ESPECIALIZADO en UNIDAD DE BIENESTAR ESTUDIANTIL Y POLITÉCNICO (en 2017); TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES en UNIDAD DE BIENESTAR ESTUDIANTIL Y POLITÉCNICO (2018-2020); TÉCNICO DOCENTE 1 (TC) en DECANATO DE GRADO (desde 2025).
Movilidad: Ha realizado 2 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 1.9 años y la duración mediana es de 1.7 años. Su cargo de mayor duración se mantuvo durante 3.0 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.7 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Predominio de períodos prolongados en su historial de cargos.",3,3,2,1,1.9,1.7,2.99,2,2,1.0
71027,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ANALISTA ADMINISTRATIVO en FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: ANALISTA ADMINISTRATIVO en FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL (desde 2022).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 4.2 años y la duración mediana es de 4.2 años. Su cargo de mayor duración se mantuvo durante 4.2 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 4.2 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 4.2 años). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,4.21,4.21,4.21,1,1,1.0
71044,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR INVITADO en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR NO TITULAR OCASIONAL 2 (TC) en DESCONOCIDA (en 2017); TÉCNICO DOCENTE 1 (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2018-2026).
Movilidad: Ha realizado 1 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 4.4 años y la duración mediana es de 4.4 años. Su cargo de mayor duración se mantuvo durante 8.1 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 4.4 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 8.1 años). Predominio de períodos prolongados en su historial de cargos.",2,2,1,1,4.4,4.4,8.12,2,2,1.0
72101,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 3 (MT) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR NO TITULAR OCASIONAL 2 (TC) en DESCONOCIDA (en 2017); TÉCNICO DOCENTE 3 (MT) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN (2018-2021).
Movilidad: Ha realizado 1 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 2.2 años y la duración mediana es de 2.2 años. Su cargo de mayor duración se mantuvo durante 3.7 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 2.2 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Predominio de períodos prolongados en su historial de cargos.",2,2,1,1,2.21,2.21,3.73,2,2,1.0
72297,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DE INVESTIGACIÓN 2 (TC) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 3 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR NO TITULAR OCASIONAL 2 (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2016-2017); TÉCNICO DOCENTE 4 (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2018-2022); TÉCNICO DE INVESTIGACIÓN 2 (TC) en FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN (desde 2024).
Movilidad: Ha realizado 2 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 2.8 años y la duración mediana es de 2.2 años. Su cargo de mayor duración se mantuvo durante 4.9 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 2.2 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 4.9 años). Predominio de períodos prolongados en su historial de cargos.",3,3,2,1,2.78,2.21,4.88,2,2,1.0
72321,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 3 (TC) en DIRECCIÓN DE ADMISIONES y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DOCENTE 3 (TC) en DIRECCIÓN DE ADMISIONES (en 2023).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 0.3 años y la duración mediana es de 0.3 años. Su cargo de mayor duración se mantuvo durante 0.3 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 0.3 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,0.28,0.28,0.28,1,1,1.0
73369,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ASISTENTE DE LABORATORIO DE INVESTIGACIÓN en FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: ASISTENTE DE LABORATORIO DE INVESTIGACIÓN en FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR (desde 2016).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 10.2 años y la duración mediana es de 10.2 años. Su cargo de mayor duración se mantuvo durante 10.2 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 10.2 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 10.2 años). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,10.21,10.21,10.21,1,1,1.0
73396,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 3 (MT) en DIRECCIÓN DE ADMISIONES y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DOCENTE 3 (MT) en DIRECCIÓN DE ADMISIONES (2023-2024).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 1.6 años y la duración mediana es de 1.6 años. Su cargo de mayor duración se mantuvo durante 1.6 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.6 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,1.59,1.59,1.59,1,1,1.0
73399,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR NO TITULAR OCASIONAL (MT) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 4 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TECNICO DOCENTE 1 en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (2018-2020); TÉCNICO DE INVESTIGACIÓN 4 (TC) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (en 2021); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (2021-2022); PROFESOR NO TITULAR OCASIONAL (MT) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (2022-2024).
Movilidad: Ha realizado 3 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 1.1 años y la duración mediana es de 1.1 años. Su cargo de mayor duración se mantuvo durante 2.0 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.1 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (3 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Múltiples cambios de cargo a lo largo de su trayectoria (3). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",4,4,3,0,1.13,1.08,1.97,1,1,1.0
73422,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ANALISTA DE LABORATORIO en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DOCENTE en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (en 2015); ANALISTA DE LABORATORIO en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (desde 2015).
Movilidad: Ha realizado 1 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 5.7 años y la duración mediana es de 5.7 años. Su cargo de mayor duración se mantuvo durante 10.8 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 5.7 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 10.8 años). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",2,2,1,0,5.69,5.69,10.79,1,1,1.0
